loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate,pl_facility,fst_logg
419,HD 125612,b,HD 125612 b,Radial Velocity,0,3,557.04,1.372,0.4553,275.8574471,3.1,295.8747535,44.44053294,0,0,0,215.222977,-17.481522,57.72,8.31,V (Johnson),5841,1.11,1.05,27-09-2018,W. M. Keck Observatory,4.45
420,HD 125612,c,HD 125612 c,Radial Velocity,0,3,4.15514,0.0524,0.049,22.82835456,0.055,267.3741957,328.6527881,0,0,0,215.222977,-17.481522,57.72,8.31,V (Johnson),5841,1.11,1.05,27-09-2018,La Silla Observatory,4.45
421,HD 125612,d,HD 125612 d,Radial Velocity,0,3,2835,4.06,0.1172,192.3278138,7.28,194.0682835,156.7469359,0,0,0,215.222977,-17.481522,57.72,8.31,V (Johnson),5841,1.11,1.05,27-09-2018,La Silla Observatory,4.45
422,HD 12648,b,HD 12648 b,Radial Velocity,0,1,133.60001,0.54,0.04,149.1930533,1.96,243.7088761,9.896673739,0,0,0,34.748653,85.736153,183.15,6.98,V (Johnson),4835,0.67,11.02,06-09-2018,Bohyunsan Optical Astronomical Observatory,2.18
423,HD 126525,b,HD 126525 b,Radial Velocity,0,1,960.41,1.837,0.035,229.4161333,0.237,209.2065711,95.6254329,0,0,0,216.887375,-51.933086,37.69,7.847,V (Johnson),5638,0.9,0.98,27-06-2019,La Silla Observatory,4.38
424,HD 12661,b,HD 12661 b,Radial Velocity,0,2,262.70862,0.84,0.38,301.0816309,2.43,76.36662903,115.4141677,0,0,0,31.142866,25.414305,37.89,7.425,V (Johnson),5645,1.2,1.2,06-09-2018,Multiple Observatories,4.36
425,HD 12661,c,HD 12661 c,Radial Velocity,0,2,1708,2.8145,0.031,324.3263974,1.812,327.1351511,262.9351409,0,0,0,31.142866,25.414305,37.89,7.425,V (Johnson),5645,1.2,1.2,19-11-2014,Multiple Observatories,4.36
426,HD 126614,b,HD 126614 b,Radial Velocity,0,1,1244,2.37,0.41,50.51767303,0.41,297.0593495,225.0250697,0,0,0,216.701172,-5.17778,73.25,8.788,V (Johnson),5568,1.26,1.32,06-09-2018,W. M. Keck Observatory,4.3
427,HD 128311,b,HD 128311 b,Radial Velocity,0,2,453.019,1.084,0.303,30,1.769,106.8789407,240.7728752,0,0,0,219.002335,9.746518,16.52,7.51,V (Johnson),210.9025009,0.83,0.76,25-06-2015,W. M. Keck Observatory,4.61
428,HD 128311,c,HD 128311 c,Radial Velocity,0,2,921.538,1.74,0.159,55.95,3.789,76.04973287,278.7797364,0,0,0,219.002335,9.746518,16.52,7.51,V (Johnson),150.7552832,0.83,0.76,25-06-2015,W. M. Keck Observatory,4.61
429,HD 128356,b,HD 128356 b,Radial Velocity,0,1,298.2,0.87,0.57,183.6448001,0.89,145.2787271,29.63343086,0,0,0,219.270355,-25.802563,26.03,8.29,V (Johnson),4875,0.65,0.85,10-11-2016,Multiple Observatories,4.52
430,HD 129445,b,HD 129445 b,Radial Velocity,0,1,1840,2.9,0.7,101.3011144,1.6,250.6278247,326.9445889,0,0,0,221.512772,-68.762749,67.57,8.8,V (Johnson),127.5991232,0.99,144.5966726,31-01-2019,Las Campanas Observatory,4.28
431,HD 130322,b,HD 130322 b,Radial Velocity,0,1,10.70871,0.0925,0.029,66.41762358,1.15,296.8460787,43.94264421,0,0,0,221.886368,-0.281476,31.91,8.031,V (Johnson),5387,0.92,0.85,19-02-2015,La Silla Observatory,4.52
432,HD 131496,b,HD 131496 b,Radial Velocity,0,1,896,2.01,0.181,106.8426585,1.8,75.41958629,269.5179566,0,0,0,223.345947,18.235401,132.34,7.8,V (Johnson),4846,1.34,4.44,06-12-2018,W. M. Keck Observatory,3.18
433,HD 131664,b,HD 131664 b,Radial Velocity,0,1,1951,3.17,0.64,304.0376501,19.12,3.146439128,61.48502918,0,0,0,225.025314,-73.535339,52.89,8.128,V (Johnson),5892,1.19,1.08,06-09-2018,La Silla Observatory,4.45
434,HD 13167,b,HD 13167 b,Radial Velocity,0,1,2613,4.1,0.563,88.52551066,3.31,316.0598417,42.63123148,0,0,0,32.057426,-24.69541,149.57,8.34,V (Johnson),5671,1.35,2.39,06-12-2018,W. M. Keck Observatory,3.72
435,HD 13189,b,HD 13189 b,Radial Velocity,0,1,471.60001,1.25,0.27,183.6307405,10.95,57.61180324,307.1858815,0,0,0,32.417381,32.316437,504.71,7.556,V (Johnson),4175,2.24,38.41,06-09-2018,Thueringer Landessternwarte Tautenburg,1.62
436,HD 132406,b,HD 132406 b,Radial Velocity,0,1,974,1.98,0.34,289.9399378,5.38,236.4359181,124.9476191,0,0,0,224.227707,53.382168,70.93,8.467,V (Johnson),5783,1.03,1.34,06-09-2018,Haute-Provence Observatory,4.2
437,HD 132563,b,HD 132563 b,Radial Velocity,0,1,1544,2.62,0.22,206.3115164,1.49,269.1254816,114.9629015,0,0,0,224.589661,44.043148,105.47,8.928,V (Johnson),6073,1.08,1.09,31-01-2019,Roque de los Muchachos Observatory,4.42
438,HD 133131 A,b,HD 133131 A b,Radial Velocity,0,2,649,1.44,0.33,306.4560999,1.42,3.128612244,161.7975038,0,0,0,225.897705,-27.842573,47,8.4,V (Johnson),5799,0.95,178.142598,08-09-2016,Las Campanas Observatory,4.39
439,HD 133131 A,c,HD 133131 A c,Radial Velocity,0,2,3568,4.49,0.49,284.4702338,0.42,270.1347813,273.3130717,0,0,0,225.897705,-27.842573,47,8.4,V (Johnson),5799,0.95,89.02589484,08-09-2016,Las Campanas Observatory,4.39
440,HD 133131 B,b,HD 133131 B b,Radial Velocity,0,1,5769,6.15,0.61,156.6793206,2.5,128.6812358,200.1725479,0,0,0,225.8992,-27.840994,47,8.42,V (Johnson),5805,0.93,70.07670806,08-09-2016,Las Campanas Observatory,4.41
441,HD 134060,b,HD 134060 b,Radial Velocity,0,2,3.2696,0.0444,0.45,100.577305,0.0318,82.78687291,269.8466979,0,0,0,227.686432,-61.422321,24.2,6.29,V (Johnson),5966,1.09,296.2393091,07-02-2019,La Silla Observatory,4.43
442,HD 134060,c,HD 134060 c,Radial Velocity,0,2,1291.5646,2.3928,0.11,214.9999967,0.0922,156.9258851,326.8152768,0,0,0,227.686432,-61.422321,24.2,6.29,V (Johnson),5966,1.09,288.4026552,07-02-2019,La Silla Observatory,4.43
443,HD 134987,b,HD 134987 b,Radial Velocity,0,2,258.17999,0.81,0.23,35.37078819,1.61,329.5732722,84.44466138,0,0,0,228.369446,-25.309347,26.2,6.45,V (Johnson),5736,1.1,1.22,06-09-2018,W. M. Keck Observatory,4.31
444,HD 134987,c,HD 134987 c,Radial Velocity,0,2,5000,5.8,0.12,269.6964464,0.82,75.85730152,317.0435666,0,0,0,228.369446,-25.309347,26.2,6.45,V (Johnson),5736,1.1,1.22,31-01-2019,Multiple Observatories,4.31
445,HD 136352,b,HD 136352 b,Radial Velocity,0,3,11.5824,0.0934,0.14,290.8336852,0.0151,230.1674299,179.8862059,0,0,0,230.450623,-48.317627,14.81,5.65,V (Johnson),5664,0.81,222.2866629,07-02-2019,La Silla Observatory,4.39
446,HD 136352,c,HD 136352 c,Radial Velocity,0,3,27.5821,0.1666,0.04,41.97605991,0.034,295.8337303,63.13682432,0,0,0,230.450623,-48.317627,14.81,5.65,V (Johnson),5664,0.81,142.1187755,07-02-2019,La Silla Observatory,4.39
447,HD 136352,d,HD 136352 d,Radial Velocity,0,3,107.5983,0.4128,0.09,130.1230959,0.027,5.094199001,300.7614177,0,0,0,230.450623,-48.317627,14.81,5.65,V (Johnson),5664,0.81,202.2856238,07-02-2019,La Silla Observatory,4.39
448,HD 136418,b,HD 136418 b,Radial Velocity,0,1,464.29999,1.29,0.25,78.21885669,2.14,312.6543527,60.28989776,0,0,0,229.775757,41.733208,105.49,7.879,V (Johnson),4989,1.48,3.78,06-09-2018,W. M. Keck Observatory,3.45
449,HD 13724,b,HD 13724 b,Radial Velocity,0,1,14763.405,12.4,0.34,271.3532653,26.77,107.9546961,95.96907484,0,0,0,33.086163,-46.816387,43.52,7.89,V (Johnson),5868,1.14,1.07,11-04-2019,La Silla Observatory,4.44
450,HD 137388,b,HD 137388 b,Radial Velocity,0,1,330,0.89,0.36,90.50170351,0.2,319.7480328,255.4213683,0,0,0,233.916367,-80.20459,40.53,8.696,V (Johnson),5181,0.68,0.88,06-09-2018,La Silla Observatory,4.39
451,HD 13908,b,HD 13908 b,Radial Velocity,0,2,19.382,0.154,0.02,197.2797245,0.865,59.53813163,266.9096826,0,0,0,34.560665,65.59436,79.73,7.508,V (Johnson),6255,1.29,1.67,14-05-2014,Haute-Provence Observatory,4.11
452,HD 13908,c,HD 13908 c,Radial Velocity,0,2,931,2.03,0.12,40.39512463,5.13,116.1650456,7.809494859,0,0,0,34.560665,65.59436,79.73,7.508,V (Johnson),6255,1.29,1.67,14-05-2014,Haute-Provence Observatory,4.11
453,HD 13931,b,HD 13931 b,Radial Velocity,0,1,4218,5.15,0.02,196.9453941,2.2,4.54619928,29.34352024,0,0,0,34.197414,43.772995,47.46,7.597,V (Johnson),5867,1.3,1.25,06-09-2018,W. M. Keck Observatory,4.36
454,HD 139357,b,HD 139357 b,Radial Velocity,0,1,1125.7,2.36,0.1,217.7352824,9.76,11.63632598,200.6396035,0,0,0,233.81749,53.922142,112.45,5.964,V (Johnson),4700,1.35,11.47,31-01-2019,Thueringer Landessternwarte Tautenburg,2.9
455,HD 1397,b,HD 1397 b,Transit,0,1,11.53533,0.1097,0.251,88.99,0.415,1.026,0.477,0,0,0,4.446472,-66.35891,79.75,7.781,V (Johnson),5521,1.32,2.34,25-07-2019,Transiting Exoplanet Survey Satellite (TESS),3.82
456,HD 14067,b,HD 14067 b,Radial Velocity,0,1,1455,3.4,0.533,148.2886785,7.8,83.28875772,116.129338,0,0,0,34.293499,23.767832,142.6,6.53,V (Johnson),4815,2.4,12.4,25-09-2014,Okayama Astrophysical Observatory,2.61
457,HD 141399,b,HD 141399 b,Radial Velocity,0,4,94.44,0.415,0.04,306.6652343,0.451,3.69000633,102.539318,0,0,0,236.724228,46.986263,36.2,7.2,V (Johnson),5600,1.07,102.5134523,25-02-2016,Multiple Observatories,4.28
458,HD 141399,c,HD 141399 c,Radial Velocity,0,4,201.99,0.689,0.048,144.2097724,1.33,294.3416179,119.4670623,0,0,0,236.724228,46.986263,36.2,7.2,V (Johnson),5600,1.07,76.4959984,25-02-2016,Multiple Observatories,4.28
459,HD 141399,d,HD 141399 d,Radial Velocity,0,4,1069.8,2.09,0.074,35.67479105,1.18,218.6657129,11.81957401,0,0,0,236.724228,46.986263,36.2,7.2,V (Johnson),5600,1.07,271.1889263,25-02-2016,Multiple Observatories,4.28
460,HD 141399,e,HD 141399 e,Radial Velocity,0,4,5000,5,0.26,294.7180608,0.66,300.3195968,289.7183691,0,0,0,236.724228,46.986263,36.2,7.2,V (Johnson),5600,1.07,111.6656958,25-02-2016,Multiple Observatories,4.28
461,HD 141937,b,HD 141937 b,Radial Velocity,0,1,653.21997,1.5,0.41,248.6467541,9.69,57.95509002,205.7699387,0,0,0,238.07312,-18.436066,33.39,7.25,V (Johnson),5870,1.09,1.03,06-09-2018,La Silla Observatory,4.45
462,HD 142,b,HD 142 b,Radial Velocity,0,2,349.7,1.02,0.17,15.24519394,1.25,328.8181007,323.9458314,0,0,0,1.579898,-49.075191,26.21,5.7,V (Johnson),6245,1.23,1.47,21-08-2014,Anglo-Australian Telescope,4.62
463,HD 142,c,HD 142 c,Radial Velocity,0,2,6005,6.8,0.21,43.83994387,5.3,294.3913094,240.9339173,0,0,0,1.579898,-49.075191,26.21,5.7,V (Johnson),6245,1.23,1.47,21-08-2014,Anglo-Australian Telescope,4.62
464,HD 142022 A,b,HD 142022 A b,Radial Velocity,0,1,1928,2.93,0.53,13.96994495,4.44,205.576439,188.1223937,0,0,0,242.562592,-84.231613,34.31,7.7,V (Johnson),5421,0.9,1.04,06-09-2018,La Silla Observatory,4.35
465,HD 142245,b,HD 142245 b,Radial Velocity,0,1,1299,2.78,0,135.8341402,3.07,318.5937472,188.6364353,0,0,0,238.234497,15.430708,97.5,7.63,V (Johnson),4922,3.5,4.63,06-09-2018,W. M. Keck Observatory,3.65
466,HD 142415,b,HD 142415 b,Radial Velocity,0,1,386.29999,1.06,0.5,62.51656581,1.67,23.18956706,307.4294857,0,0,0,239.419968,-60.200256,35.57,7.327,V (Johnson),5940,1.07,1.04,06-09-2018,La Silla Observatory,4.44
467,HD 143105,b,HD 143105 b,Radial Velocity,0,1,2.1974,0.0379,0.07,137.3705676,1.21,46.85311298,67.04100687,0,0,0,238.402328,68.720116,48.7,6.75,V (Johnson),6380,1.51,162.3120611,25-02-2016,Haute-Provence Observatory,4.37
468,HD 143361,b,HD 143361 b,Radial Velocity,0,1,1039.15,1.988,0.197,24.08884317,3.532,272.4538914,31.85500652,0,0,0,240.459778,-44.434536,68.65,9.2,V (Johnson),5507,0.97,0.92,27-06-2019,Las Campanas Observatory,4.47
469,HD 145377,b,HD 145377 b,Radial Velocity,0,1,103.95,0.45,0.31,157.3139445,6.02,137.8143413,274.2542306,0,0,0,242.901855,-27.078173,53.57,8.095,V (Johnson),6014,1.2,1.05,06-09-2018,La Silla Observatory,4.47
470,HD 145457,b,HD 145457 b,Radial Velocity,0,1,176.3,0.76,0.11,175.7905604,2.23,153.2497618,250.9405643,0,0,0,242.516312,26.74275,135.82,6.566,V (Johnson),4769,1.23,10.52,06-09-2018,Subaru Telescope,2.48
471,HD 145934,b,HD 145934 b,Radial Velocity,0,1,2730,4.6,0.053,280.1840189,2.28,13.86721877,199.9437006,0,0,0,243.29114,13.239476,229.35,8.5,V (Johnson),155.7407797,1.75,5.38,08-01-2015,W. M. Keck Observatory,3.23
472,HD 1461,b,HD 1461 b,Radial Velocity,0,2,5.77152,0.0634,0.172,12.15208144,0.02026,78.65529525,298.1785466,0,0,0,4.674448,-8.053001,23.47,6.47,V (Johnson),5765,1.02,223.62091,19-11-2015,W. M. Keck Observatory,4.38
473,HD 1461,c,HD 1461 c,Radial Velocity,0,2,13.5052,0.1117,0.305,270.8539132,0.01759,16.38729462,161.5547593,0,0,0,4.674448,-8.053001,23.47,6.47,V (Johnson),5765,1.02,235.1694731,19-11-2015,La Silla Observatory,4.38
474,HD 147018,b,HD 147018 b,Radial Velocity,0,2,44.236,0.2388,0.4686,121.4944107,2.12,263.0228754,154.7838525,0,0,0,245.75061,-61.688763,42.96,8.3,V (Johnson),5441,0.93,280.590624,31-01-2019,La Silla Observatory,4.42
475,HD 147018,c,HD 147018 c,Radial Velocity,0,2,1008,1.922,0.133,121.3596726,6.56,46.5299146,312.6619866,0,0,0,245.75061,-61.688763,42.96,8.3,V (Johnson),5441,0.93,45.21897258,31-01-2019,La Silla Observatory,4.42
476,HD 147379,b,HD 147379 b,Radial Velocity,0,1,86.78,0.323,0.07,209.2437692,0.08983,95.50763383,69.42201251,0,0,0,244.178116,67.238846,10.77,8.896,V (Johnson),4156,0.6,78.44966381,08-11-2018,Calar Alto Observatory,4.75
477,HD 147513,b,HD 147513 b,Radial Velocity,0,1,528.4,1.32,0.26,252.2777161,1.21,60.35231377,193.7115017,0,0,0,246.005371,-39.192982,12.91,5.39,V (Johnson),5883,1.11,273.3470038,31-01-2019,La Silla Observatory,4.51
478,HD 14787,b,HD 14787 b,Radial Velocity,0,1,676.6,1.7,0.155,108.8771019,1.121,29.48330367,191.2568692,0,0,0,35.808552,10.836746,119.54,7.63,V (Johnson),4946,1.43,5.01,06-12-2018,W. M. Keck Observatory,3.23
479,HD 147873,b,HD 147873 b,Radial Velocity,0,2,116.596,0.522,0.207,270.7340281,5.14,279.4304731,293.4846518,0,0,0,246.438141,-33.56712,109.38,7.96,V (Johnson),5972,1.38,2.29,10-11-2016,Multiple Observatories,3.86
480,HD 147873,c,HD 147873 c,Radial Velocity,0,2,491.54,1.36,0.23,15.73814843,2.3,7.569029822,99.93311421,0,0,0,246.438141,-33.56712,109.38,7.96,V (Johnson),5972,1.38,2.29,10-11-2016,Multiple Observatories,3.86
481,HD 148156,b,HD 148156 b,Radial Velocity,0,1,1027,2.45,0.52,126.8785687,0.85,79.88899324,95.00125619,0,0,0,247.072006,-46.317623,57.22,7.689,V (Johnson),6308,1.22,1.21,31-01-2019,La Silla Observatory,4.56
482,HD 148164,b,HD 148164 b,Radial Velocity,0,2,328.55,0.993,0.587,26.06419969,1.23,304.0012627,39.54733909,0,0,0,246.435547,11.919066,77.37,8.23,V (Johnson),6032,1.21,1.34,27-09-2018,W. M. Keck Observatory,128.8188719
483,HD 148164,c,HD 148164 c,Radial Velocity,0,2,5062,6.15,0.125,90.16381657,5.16,91.60391374,238.8673192,0,0,0,246.435547,11.919066,77.37,8.23,V (Johnson),6032,1.21,1.34,27-09-2018,W. M. Keck Observatory,30.63060893
484,HD 148284,b,HD 148284 b,Radial Velocity,0,1,339.331,0.974,0.38926,12.57180765,33.7,252.2119602,137.1694847,0,0,0,246.451721,30.265127,121.61,9.01,V (Johnson),5572,1.07,1.48,27-09-2018,W. M. Keck Observatory,139.030238
485,HD 148427,b,HD 148427 b,Radial Velocity,0,1,331.5,1.04,0.16,286.3901956,1.3,119.5167821,58.19449876,0,0,0,247.117294,-13.39964,71.5,6.895,V (Johnson),5025,1.64,3.86,06-09-2018,Lick Observatory,3.48
